architecture,scheme,G_min,G_max,seed,checkpoint_role,best_epoch,T,K,best_validation_accuracy_percent,run_path,checkpoint_sha256,result_sha256,config_sha256,num_weights,at_min_count,at_max_count,at_min_percent,at_max_percent
conv3,baseline,1e-05,0.001,1,best_validation,30,8,8,89.75999999999999,bundles/table3_bounded_bptt/conv3/baseline/gmax_1em3/seed1,ec476f130d65e418043b3a51bc363cd9ee7547b78404da7beab87f998cc26aaf,b5fea279e166107b47e339799e882c6fafcc5c7acc928482d04f77b31159b03b,089a655fcd32630cd5762b9e79ad53deffd1904fc2979cdb0ad5f48c680509fa,620672,187767,9083,30.2522105073211,1.463413848216127
conv3,baseline,1e-05,0.001,2,best_validation,30,8,8,90.03999999999999,bundles/table3_bounded_bptt/conv3/baseline/gmax_1em3/seed2,9578f46dde576feb7d4890060b9a1f432cec10690fcd5fcc4e8bbe4aebf9df28,6159a92da255ae045062ab0ee3861b7c70b8391b48b357f52b61fe9a8cb10809,b344e65f88ff7a62ff93c0318b16561289df9be553bdc46a6a99632b2b9a23eb,620672,103234,653,16.632617550010313,0.1052085481542586
conv3,ours,1e-05,0.0001,0,best_validation,17,8,8,84.54,bundles/table3_bounded_bptt/conv3/ours/gmax_1em4/seed0,bea89a0d9fb111ba5c55fdc461898fd50dc5aa2856336578d3dc5578491d7612,d42e947de3eb9b8662c2c7e2a8a823174618d4014dbbf4aad16a72af62f1cb64,2ae57ca9dba8c8e56706043851f05ab24fbe493562a84ba366eaab97f59ab7ea,620672,240772,24735,38.792147865539285,3.9851966900391833
conv3,ours,1e-05,0.0001,1,best_validation,16,8,8,85.14,bundles/table3_bounded_bptt/conv3/ours/gmax_1em4/seed1,133b9b27e354126020173fd432cb887e922665ab52614a212ae795facf9c1e9a,bbcb9cfe28309e2253b09246ebd9f1fe2a67680df4f946249c6ac33395d995e1,84c4285c000660931c3e77a96bc59fe1bbd40ee3cd1989d83c7d8f6607da6e92,620672,217703,17722,35.075369921633325,2.8552923283151164
conv3,ours,1e-05,0.0001,2,best_validation,30,8,8,85.72,bundles/table3_bounded_bptt/conv3/ours/gmax_1em4/seed2,afd1d2f6582863f35e18e6957e4ca3f03cd2ac0742e56ae113621ee2def3b238,7f4755540b9f1bbe7ae5bc974dda9d779d58cee1a56907acb1c406222f240943,45cfc7a4a24b8497e889bedcc05b7abe6d2c7cb4392faf1638708bfd8ba1939a,620672,255127,19494,41.104963652299446,3.1407893380078367
conv3,ours,1e-05,0.0005,0,best_validation,30,8,8,94.74000000000001,bundles/table3_bounded_bptt/conv3/ours/gmax_5em4/seed0,28d287f7acde03a5b0d78a9847e5758e20b2675a0a67d60c16b0964f4dd1fbcb,41313eb0ba3b133b6d9743e36c8155fd60974a34b4e6050ee0b21a1eff8345c3,8b6e03181e394dfc714ffcf9b892b71e440a25c8a3c03b878ebd315f9b007763,620672,141270,8907,22.760814085378428,1.4350574860796041
conv3,ours,1e-05,0.0005,1,best_validation,30,8,8,94.38,bundles/table3_bounded_bptt/conv3/ours/gmax_5em4/seed1,538f9f750eee81a7f02347e7a601866d990c12f00aa6bb2c9dd09f7a262b8397,ffa458f917da61c2540895695062acf7ae3a368f3d4fcfea58d91c1214ae6d6e,c150948ff98363137c556e12c7089d478ad1a2716ffa91e91d7501939462c89d,620672,196870,6077,31.718846669416376,0.9791000721798309
conv3,ours,1e-05,0.0005,2,best_validation,30,8,8,94.74000000000001,bundles/table3_bounded_bptt/conv3/ours/gmax_5em4/seed2,7264dab382c9ff19ea79527b2605da3ba34973dbd9b90385bd32f50a34d5cd45,ed22b19b8c7b75e62c30c17e13b3b21ffff958aa22dcc01421845ac1b53bd1a0,e5143448ffb9cfe7694b168f487a8fda7f1a957cdc324b55f9786efbb3bd63a3,620672,131349,4223,21.162385285625902,0.6803915755825943
conv3,ours,1e-05,0.001,0,best_validation,30,8,8,95.8,bundles/table3_bounded_bptt/conv3/ours/gmax_1em3/seed0,16ca45ea0e0e8ce218e79dfdc2ec3cf4ea35d6444e22d857b74b4846737c9b11,b76222540c8a352d781da74f952d80170be21ad814e7425b65ca21d4198d7339,ce29264cf0543198c1f33d1e71d166f69b623a3b316a170a5b7ebf8a2e338c47,620672,104867,10152,16.89571947824294,1.6356465250567127
conv3,ours,1e-05,0.001,1,best_validation,29,8,8,95.67999999999999,bundles/table3_bounded_bptt/conv3/ours/gmax_1em3/seed1,ec715a18fef261d283f52dc92430b6cb433cc033961f21a91f26ca8f08f9fa6d,9c8532582f715bcfcb8b36cdabf99ccf4c0a2950adb0c3fbdfd52a02dabdee4d,71e6ddd562c779445d96b133a11cedd6fc8add9746b857ce3cea14932e2d28fc,620672,122287,2485,19.702354866982883,0.40037249948442977
conv3,ours,1e-05,0.001,2,best_validation,29,8,8,95.72,bundles/table3_bounded_bptt/conv3/ours/gmax_1em3/seed2,4d6c6381a0c7bd6b5d778068f99b5fe25e81deaa8980c8b9f93b306d7336a46a,8fde573f6901542576e3d713f58e1970a9b3238e6c251b40d15a8bfa8b935265,e9d7cfd6174fae38fea64e00ce416fc4a89a39efb33c8791fdaf9de531a2a175,620672,117276,2250,18.895004124561765,0.36251031140441325
conv3,legacy,1e-05,0.0001,0,best_validation,30,8,8,93.56,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em4/seed0,b8c1f73467fdd0d2ff93907dc9ce7db59972a353dbd067ac816a6bd5a08126b2,9a3c7d9a83df76c71e309671e301b208006dfc89a3d908450b4a392352d00b15,6ff2f9ad5e51bdcf1cda41ad56aeee5ca60af539be65ab4b8d214d8620e71927,620672,221367,16337,35.665697824293666,2.6321470921839554
conv3,legacy,1e-05,0.0001,1,best_validation,30,8,8,95.02000000000001,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em4/seed1,6114dd14e8c2f9b12cc1b2f0bc99c318fd0b96f54655b7154184c2ef5be16899,a658382f46d4aaefbf76a2f39b4d561816e120cd837615b9959e3994fc60f892,5134f64d7de22987bccb0d2f48b6874d720aff333865140fd91c20316de1ac7e,620672,155237,10612,25.01111698288307,1.7097597442771706
conv3,legacy,1e-05,0.0001,2,best_validation,30,8,8,93.17999999999999,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em4/seed2,c270fe90722a16624ad08bd9e3b4cb8bc4daae44f03d805979af0c96040eb3f3,c2ea67f4c57a9b9ebb7e9d31b3e2b799f63662067a2ebee1ea9bba66cda9992a,132bf2c8679be04fc7fadad20b7f1e2ae3b8d7b1dc43fa218d0ca68578dc4e4a,620672,155564,20513,25.063801814807178,3.3049662301505465
conv3,legacy,1e-05,0.0005,0,best_validation,27,8,8,97.68,bundles/table3_bounded_bptt/conv3/legacy/gmax_5em4/seed0,5527c8d2bccb4a776c10fe1cff7d2660170b6fac3dc04d37fbf04d32da0b0506,917835781ab1f79d462c3a3cc7888e61e2c03aabef566ffe43726b3d0e156ada,8aeb96bbd8f38f9d81ff13a8dec7ba4820cf8431c5a3e36a1edff6f67c016e6c,620672,59643,1124,9.609423334708188,0.18109404000824914
conv3,legacy,1e-05,0.0005,1,best_validation,28,8,8,97.84,bundles/table3_bounded_bptt/conv3/legacy/gmax_5em4/seed1,0f321bcf527e0f064619abb25b9e8c5abcc7480af72966860fce6decfcc35fb6,bf17bd4ef4eb9e6c031539c7d1f9fca0aeeddc9db80e7e96a69ef9d029b3b243,a318ff128a599016870e6a3bb9af2f415371550ef22f292a87395b8eb57924e9,620672,55073,1069,8.873124613322334,0.17223267684058569
conv3,legacy,1e-05,0.0005,2,best_validation,26,8,8,97.96000000000001,bundles/table3_bounded_bptt/conv3/legacy/gmax_5em4/seed2,6480aacc9773553ccc2eff1e2b79f5e135b11e2b18dcf3b4ceb3fa534535a1af,2d6360ed95e05d6e323ba91ed62d08cab6beac847ff7380b878d78735c705c0e,5783935b5c1965c3b5c70f31a3d04027a1e50d05bbaa653d6710905ef98f34ea,620672,56606,1086,9.120114972159207,0.17497164363786347
conv3,legacy,1e-05,0.001,0,best_validation,30,8,8,97.8,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em3/seed0,15079cf0cbb67f5712fd54adb1fa268c2cdd7ea1b89270e13bb6bc0fdd73b194,bc5dae64c2658b78c37be969640be46ab96064a313589f5c91d1ff5f5c615eb7,669811afebcdbf89a27ce5a5212c154a6156550a5797fb9ac18cdf31977fa531,620672,43936,268,7.078779129717468,0.04317900598061456
conv3,legacy,1e-05,0.001,1,best_validation,30,8,8,98.14,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em3/seed1,1ba2578a25abefa28f649ba65a2beedd8c83e8ee1ccdae8619cd274902483808,bc2605e7089ad1e85da20d4ce712f9109afe1cad6f61dc0449bc29e399e0630e,b63566d8cbf4bd88e2d823bc832d117439e4510ca52bcc0267e193b86dc84efd,620672,49047,329,7.902241441534337,0.053007063312023095
conv3,legacy,1e-05,0.001,2,best_validation,29,8,8,98.08,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em3/seed2,a3b05b9024b735f6e0449f3db3f7b98a90c2f1324b608f855813423c418625df,83b726e0a9e753d27f8c086f8742b0aa776666ea79dec52f280b1eb4409611d0,0b90c9dd22ccc2adfce8614207e27921a8e84d20e120018b32cd9686e30c19d8,620672,39870,285,6.423682718086203,0.04591797277789235
