architecture,scheme,checkpoint_role,T,K,injected_beta,base_beta,layer_index,state_layer_name,phase,raw_rms,controlled_rms,zero_drift_rms,raw_to_control_ratio,drift_to_control_ratio,response_over_max_T_response,max_reference_T,free_state_rms,free_state_mean,batch_median_drift_to_control,batch_p95_drift_to_control,batch_max_drift_to_control,source_checkpoint_epoch
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,4,Layer_4,positive,0.04601386869148724,0.04601386869148724,1.2724738006018247e-16,1.0,2.7654136389475935e-15,1.0,24,0.3840338279186957,0.10794395432522719,2.7335900635466783e-15,3.58537332942342e-15,3.779407602582812e-15,0
conv3,legacy,reconstructed_initialization,24,8,0.001,2.44140625e-07,4,Layer_4,negative,0.04601386872924241,0.04601386872924241,1.2724738006018247e-16,1.0,2.7654136366785243e-15,1.0,24,0.3840338279186957,0.10794395432522719,2.7335900553263457e-15,3.585373316492118e-15,3.779407616506656e-15,0
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,1,Layer_1,positive,2.4021825272950513e-10,2.4021825272950513e-10,0.0,1.0,0.0,1.0,24,24.851043594331664,-1.191808760960837,0.0,0.0,0.0,27
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,1,Layer_1,negative,2.402186588314916e-10,2.402186588314916e-10,0.0,1.0,0.0,1.0,24,24.851043594331664,-1.191808760960837,0.0,0.0,0.0,27
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,2,Layer_2,positive,6.468410293919934e-09,6.468410293919934e-09,0.0,1.0,0.0,1.0,24,4.530963059654975,-0.07911287195966787,0.0,0.0,0.0,27
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,2,Layer_2,negative,6.468417208223237e-09,6.468417208223237e-09,0.0,1.0,0.0,1.0,24,4.530963059654975,-0.07911287195966787,0.0,0.0,0.0,27
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,3,Layer_3,positive,8.633703440601657e-07,8.633703440601657e-07,0.0,1.0,0.0,1.0,24,0.48681484009448006,-0.035007060340082836,0.0,0.0,0.0,27
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,3,Layer_3,negative,8.633697751646958e-07,8.633697751646958e-07,0.0,1.0,0.0,1.0,24,0.48681484009448006,-0.035007060340082836,0.0,0.0,0.0,27
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,4,Layer_4,positive,0.007874015372999704,0.007874015372999704,0.0,1.0,0.0,1.0,24,0.39288266191368637,-0.11732154321739749,0.0,0.0,0.0,27
conv3,legacy,best_validation,24,8,0.001,2.44140625e-07,4,Layer_4,negative,0.007874015371494694,0.007874015371494694,0.0,1.0,0.0,1.0,24,0.39288266191368637,-0.11732154321739749,0.0,0.0,0.0,27
conv2,legacy,reconstructed_initialization,16,6,0.03,0.0001171875,1,Layer_1,positive,9.052108133704166e-07,9.052108132010779e-07,9.887528431141153e-14,1.000000000187071,1.0922901369434701e-07,1.0,16,1.899443189681301,-0.0010806629882970777,1.0553857594024831e-07,1.3412667045756044e-07,1.447015646957925e-07,0
conv2,legacy,reconstructed_initialization,16,6,0.03,0.0001171875,1,Layer_1,negative,9.051381721947174e-07,9.051381723504218e-07,9.887528431141153e-14,0.9999999998279773,1.0923777974655149e-07,1.0,16,1.899443189681301,-0.0010806629882970777,1.055507531770585e-07,1.3412198097236396e-07,1.4471798086028972e-07,0
conv2,legacy,reconstructed_initialization,16,6,0.03,0.0001171875,2,Layer_2,positive,6.565509061656545e-05,6.565509061660727e-05,2.0167835767051942e-13,0.999999999999363,3.071785535233203e-09,1.0,16,0.40829049153734376,0.0038546998053827766,2.9827438415453567e-09,3.795767564965206e-09,4.197155552490743e-09,0
conv2,legacy,reconstructed_initialization,16,6,0.03,0.0001171875,2,Layer_2,negative,6.56551545099936e-05,6.565515450994963e-05,2.0167835767051942e-13,1.00000000000067,3.0717825458769777e-09,1.0,16,0.40829049153734376,0.0038546998053827766,2.982595171846348e-09,3.795546714828065e-09,4.197093712744972e-09,0
conv2,legacy,reconstructed_initialization,16,6,0.03,0.0001171875,3,Layer_3,positive,0.12222667185163814,0.12222667185163429,2.631698062210491e-12,1.0000000000000315,2.1531291184995992e-11,1.0,16,0.1964733732687011,0.02196568433830466,2.0801073726522255e-11,2.6796305985293237e-11,2.8716417465759856e-11,0
conv2,legacy,reconstructed_initialization,16,6,0.03,0.0001171875,3,Layer_3,negative,0.12222667208567987,0.12222667208568373,2.631698062210491e-12,0.9999999999999685,2.1531291143766147e-11,1.0,16,0.1964733732687011,0.02196568433830466,2.080107375338955e-11,2.6796304778591984e-11,2.8716417243393154e-11,0
